stationId,observationTime,latitude,longitude,elevation,temp,dewpoint,windDirection,windSpeed_kmh,visibility,altim,qualityControlFlag,flightCategory,metarType
LOWS,2018-08-04T12:50:00Z,47.78,13.02,430,33,12,60,20.372,6.21,30.029528,TRUE,VFR,METAR
