stationId,observationTime,latitude,longitude,elevation,temp,dewpoint,windDirection,windSpeed_kmh,visibility,altim,qualityControlFlag,flightCategory,metarType
EDDW,2018-06-20T19:20:00Z,53.03,8.8,5,23,14,260,16.668,6.21,29.970472,TRUE,VFR,METAR
