stationId,observationTime,latitude,longitude,elevation,temp,dewpoint,windDirection,windSpeed_kmh,visibility,altim,qualityControlFlag,flightCategory,metarType
LOWS,2018-11-26T05:50:00Z,47.78,13.02,430,3,2,360,9.26,4.97,29.616142,TRUE,MVFR,METAR
